tranportation,city,postcode,housenumber,street,state,address1,address2
Open Source Gallery,New York,11215,306,17th Street,New York,Open Source Gallery,"306 17th Street, New York, NY 11215, United States of America"
Brooklyn Museum,New York,11238,200,Eastern Parkway,New York,Brooklyn Museum,"200 Eastern Parkway, New York, NY 11238, United States of America"
Gasworks,New York,11215,673,5th Avenue,New York,Gasworks,"673 5th Avenue, New York, NY 11215, United States of America"
Winter Garden Theatre,New York,10019,N/A,8th Avenue,New York,Winter Garden Theatre,"8th Avenue, New York, NY 10019, United States of America"
Paley Center for Media,New York,10019,25,West 52nd Street,New York,Paley Center for Media,"25 West 52nd Street, New York, NY 10019, United States of America"
Wendy's Subway,New York,11207,379,Bushwick Avenue,New York,Wendy's Subway,"379 Bushwick Avenue, New York, NY 11207, United States of America"
Plaxall Gallary,New York,11101,5-25,46th Avenue,New York,Plaxall Gallary,"5-25 46th Avenue, New York, NY 11101, United States of America"
The Ear,New York,11206,255,Boerum Street,New York,The Ear,"255 Boerum Street, New York, NY 11206, United States of America"
Neil Simon Theater,New York,10019,250,West 52nd Street,New York,Neil Simon Theater,"250 West 52nd Street, New York, NY 10019, United States of America"
Slope Park Playground,New York,11218,N/A,19th Street,New York,Slope Park Playground,"19th Street, New York, NY 11218, United States of America"
Lucky Cheng's,New York,10019,242,West 52nd Street,New York,Lucky Cheng's,"242 West 52nd Street, New York, NY 10019, United States of America"
Vector Gallery,New York,11211,951,Grand Street,New York,Vector Gallery,"951 Grand Street, New York, NY 11211, United States of America"
Abe Art,New York,11238,660,Franklin Avenue,New York,Abe Art,"660 Franklin Avenue, New York, NY 11238, United States of America"
August Wilson Theatre,New York,10019,245,West 52nd Street,New York,August Wilson Theatre,"245 West 52nd Street, New York, NY 10019, United States of America"
MoMA,New York,10019,11,West 53rd Street,New York,MoMA,"11 West 53rd Street, New York, NY 10019, United States of America"
The Gutter,New York,11101,10-22,46th Avenue,New York,The Gutter,"10-22 46th Avenue, New York, NY 11101, United States of America"
Broadway Theatre,New York,10019,1681,Broadway,New York,Broadway Theatre,"1681 Broadway, New York, NY 10019, United States of America"
Museum of Modern Art (MoMA) films,New York,10019,11,West 53rd Street,New York,Museum of Modern Art (MoMA) films,"11 West 53rd Street, New York, NY 10019, United States of America"
Five Myles,New York,11238,558,Saint Johns Place,New York,Five Myles,"558 Saint Johns Place, New York, NY 11238, United States of America"
Soft Surplus,New York,11211,366,Devoe Street,New York,Soft Surplus,"366 Devoe Street, New York, NY 11211, United States of America"
Bowl Rite,Union City,07047,N/A,8th Street,New Jersey,Bowl Rite,"8th Street, Union City, NJ 07047, United States of America"
Grand Central Atelier,New York,11101,46-06,11th Street,New York,Grand Central Atelier,"46-06 11th Street, New York, NY 11101, United States of America"
Ed Sullivan Theater,New York,10019,N/A,Broadway,New York,Ed Sullivan Theater,"Broadway, New York, NY 10019, United States of America"
Ziegfeld Ballroom,New York,10019,141,West 54th Street,New York,Ziegfeld Ballroom,"141 West 54th Street, New York, NY 10019, United States of America"
The Bandshell,New York,11215,62,West Drive,New York,The Bandshell,"62 West Drive, New York, NY 11215, United States of America"
Transfer Gallery,New York,11211,1030,Metropolitan Avenue,New York,Transfer Gallery,"1030 Metropolitan Avenue, New York, NY 11211, United States of America"
Hootenanny Art House,New York,11215,428,15th Street,New York,Hootenanny Art House,"428 15th Street, New York, NY 11215, United States of America"
Brooklyn Bridge–City Hall,New York,10000,N/A,Centre Street,New York,Brooklyn Bridge–City Hall,"Centre Street, New York, NY 10000, United States of America"
City Hall,New York,10003,N/A,Broadway,New York,City Hall,"Broadway, New York, NY 10003, United States of America"
Park Row & Spruce Street,New York,10007,N/A,Park Row,New York,Park Row & Spruce Street,"Park Row, New York, NY 10007, United States of America"
Park Row & Spruce Street,New York,10000,N/A,Park Row,New York,Park Row & Spruce Street,"Park Row, New York, NY 10000, United States of America"
Chambers Street & Broadway,New York,10000,N/A,Chambers Street,New York,Chambers Street & Broadway,"Chambers Street, New York, NY 10000, United States of America"
Park Row & Beekman Street,New York,10007,N/A,Park Row,New York,Park Row & Beekman Street,"Park Row, New York, NY 10007, United States of America"
Broadway & Murray Street,New York,10003,N/A,Broadway,New York,Broadway & Murray Street,"Broadway, New York, NY 10003, United States of America"
Broadway & Warren Street,New York,10003,N/A,Broadway,New York,Broadway & Warren Street,"Broadway, New York, NY 10003, United States of America"
Park Row & Spruce Street,New York,10000,N/A,Park Row,New York,Park Row & Spruce Street,"Park Row, New York, NY 10000, United States of America"
Broadway/Warren Street,New York,10003,N/A,Broadway,New York,Broadway/Warren Street,"Broadway, New York, NY 10003, United States of America"
Broadway & Park Place,New York,10007,N/A,Park Place,New York,Broadway & Park Place,"Park Place, New York, NY 10007, United States of America"
Broadway & Chambers Street,New York,10003,N/A,Broadway,New York,Broadway & Chambers Street,"Broadway, New York, NY 10003, United States of America"
Chambers Street–World Trade Center–Park Place–Cortlandt Street,New York,10000,N/A,Park Row,New York,Chambers Street–World Trade Center–Park Place–Cortlandt Street,"Park Row, New York, NY 10000, United States of America"
Chambers Street & Broadway,New York,10000,N/A,Chambers Street,New York,Chambers Street & Broadway,"Chambers Street, New York, NY 10000, United States of America"
Broadway & Park Place,New York,10279,N/A,Broadway,New York,Broadway & Park Place,"Broadway, New York, NY 10279, United States of America"
Chambers Street,New York,10000,N/A,Chambers Street,New York,Chambers Street,"New York, NY 10000, United States of America"
Broadway & Barclay Street,New York,10279,N/A,Broadway,New York,Broadway & Barclay Street,"Broadway, New York, NY 10279, United States of America"
Fulton Street,New York,10038,N/A,Dutch Street,New York,Fulton Street,"Dutch Street, New York, NY 10038, United States of America"
Broadway & Barclay Street,New York,10279,N/A,Broadway,New York,Broadway & Barclay Street,"Broadway, New York, NY 10279, United States of America"
Warren Street & Church Street,New York,10007,N/A,Warren Street,New York,Warren Street & Church Street,"Warren Street, New York, NY 10007, United States of America"
Broadway & Reade Street,New York,10003,N/A,Broadway,New York,Broadway & Reade Street,"Broadway, New York, NY 10003, United States of America"
Chambers Street & Church Street,New York,10007,N/A,Chambers Street,New York,Chambers Street & Church Street,"Chambers Street, New York, NY 10007, United States of America"
Church Street & Warren Street,New York,10013,N/A,Church Street,New York,Church Street & Warren Street,"Church Street, New York, NY 10013, United States of America"
Park Place,New York,10007,N/A,Park Place,New York,Park Place,"New York, NY 10007, United States of America"
Chambers Street & Church Street,New York,10007,N/A,Chambers Street,New York,Chambers Street & Church Street,"Chambers Street, New York, NY 10007, United States of America"
Chambers Street,New York,10013,N/A,Church Street,New York,Chambers Street,"Church Street, New York, NY 10013, United States of America"
Broadway & Vesey Street,New York,10279,N/A,Broadway,New York,Broadway & Vesey Street,"Broadway, New York, NY 10279, United States of America"
Church Street & Chambers Street,New York,10013,N/A,Church Street,New York,Church Street & Chambers Street,"Church Street, New York, NY 10013, United States of America"
Murray Street & Church Street,New York,10007,N/A,Murray Street,New York,Murray Street & Church Street,"Murray Street, New York, NY 10007, United States of America"
Broadway & Thomas Street,New York,10003,N/A,Broadway,New York,Broadway & Thomas Street,"Broadway, New York, NY 10003, United States of America"
Fulton Street,New York,10038,N/A,Nassau Street,New York,Fulton Street,"Nassau Street, New York, NY 10038, United States of America"
Fulton Street,New York,10038,N/A,Fulton Street,New York,Fulton Street,"New York, NY 10038, United States of America"
Church Street & Vesey Street,New York,10013,N/A,Church Street,New York,Church Street & Vesey Street,"Church Street, New York, NY 10013, United States of America"
World Trade Center,New York,10013,N/A,Church Street,New York,World Trade Center,"Church Street, New York, NY 10013, United States of America"
Broadway & Thomas Street,New York,10003,N/A,Broadway,New York,Broadway & Thomas Street,"Broadway, New York, NY 10003, United States of America"
Chambers Street & West Broadway,New York,10007,N/A,Chambers Street,New York,Chambers Street & West Broadway,"Chambers Street, New York, NY 10007, United States of America"
Fulton Street,New York,10038,N/A,William Street,New York,Fulton Street,"William Street, New York, NY 10038, United States of America"
Broadway & Worth Street,New York,10003,N/A,Broadway,New York,Broadway & Worth Street,"Broadway, New York, NY 10003, United States of America"
Fulton Street,New York,10003,N/A,Broadway,New York,Fulton Street,"Broadway, New York, NY 10003, United States of America"
Chambers Street,New York,10012,N/A,West Broadway,New York,Chambers Street,"West Broadway, New York, NY 10012, United States of America"
Church Street & Worth Street,New York,10013,N/A,Church Street,New York,Church Street & Worth Street,"Church Street, New York, NY 10013, United States of America"
Broadway & Cortlandt Street,New York,10003,N/A,Broadway,New York,Broadway & Cortlandt Street,"Broadway, New York, NY 10003, United States of America"
Church Street/Cortland Street,New York,10013,N/A,Church Street,New York,Church Street/Cortland Street,"Church Street, New York, NY 10013, United States of America"
Cortlandt Street,New York,10013,N/A,Church Street,New York,Cortlandt Street,"Church Street, New York, NY 10013, United States of America"
Saint James Place & Robert F Wagner Place,New York,10038,N/A,Pearl Street,New York,Saint James Place & Robert F Wagner Place,"Pearl Street, New York, NY 10038, United States of America"
Church Street/Cortland Street,New York,10013,N/A,Church Street,New York,Church Street/Cortland Street,"Church Street, New York, NY 10013, United States of America"
Frankfort Street & Pearl Street,New York,10038,N/A,Frankfort Street,New York,Frankfort Street & Pearl Street,"Frankfort Street, New York, NY 10038, United States of America"
Pearl Street & Frankfort Street,New York,10038,N/A,Pearl Street,New York,Pearl Street & Frankfort Street,"Pearl Street, New York, NY 10038, United States of America"
Saint James Place & Robert F Wagner Place,New York,10038,N/A,Pearl Street,New York,Saint James Place & Robert F Wagner Place,"Pearl Street, New York, NY 10038, United States of America"
Pearl Street & Peck Slip,New York,10038,N/A,Pearl Street,New York,Pearl Street & Peck Slip,"Pearl Street, New York, NY 10038, United States of America"
Chambers Street & Greenwich Street,New York,10007,N/A,Chambers Street,New York,Chambers Street & Greenwich Street,"Chambers Street, New York, NY 10007, United States of America"
Pearl Street & Peck Slip,New York,10038,N/A,Pearl Street,New York,Pearl Street & Peck Slip,"Pearl Street, New York, NY 10038, United States of America"
Church Street & Liberty Street,New York,10006,N/A,Church Street,New York,Church Street & Liberty Street,"Church Street, New York, NY 10006, United States of America"
Church Street/Liberty Street,New York,10006,N/A,Church Street,New York,Church Street/Liberty Street,"Church Street, New York, NY 10006, United States of America"
World Trade Center,New York,10007,180,Greenwich Street,New York,World Trade Center,"180 Greenwich Street, New York, NY 10007, United States of America"
WTC Cortlandt,New York,10048,N/A,Greenwich Street,New York,WTC Cortlandt,"Greenwich Street, New York, NY 10048, United States of America"
Madison Street & Saint James Place,New York,10038,N/A,Madison Street,New York,Madison Street & Saint James Place,"Madison Street, New York, NY 10038, United States of America"
Pearl St & Fulton St,New York,10038,N/A,Pearl Street,New York,Pearl St & Fulton St,"Pearl Street, New York, NY 10038, United States of America"
Broadway & Franklin Street,New York,10003,N/A,Broadway,New York,Broadway & Franklin Street,"Broadway, New York, NY 10003, United States of America"
Pearl St & Fulton St,New York,10038,N/A,Pearl Street,New York,Pearl St & Fulton St,"Pearl Street, New York, NY 10038, United States of America"
Worth Street & Mott Street,New York,10007,N/A,Park Row,New York,Worth Street & Mott Street,"Park Row, New York, NY 10007, United States of America"
